catchId,tripId,speciesCode,count,keptCount,releasedCount,avgLengthCm,catchLat,catchLon,catchTime
c-0069-01,t-0069,SNOOK,8,3,5,110.0,27.06703,-96.61662,08:15:00
c-0070-00,t-0070,SNOOK,1,0,1,48.0,28.26117,-96.96037,05:15:00
c-0070-01,t-0070,TARPON,12,5,7,117.5,28.06376,-96.76048,06:00:00
c-0070-02,t-0070,FLOUNDER,7,1,6,76.8,27.16248,-96.52557,11:15:00
c-0070-03,t-0070,TARPON,6,6,0,90.1,26.54457,-97.27802,16:30:00
c-0070-04,t-0070,COBIA,2,0,2,98.0,26.73153,-97.25609,14:00:00
c-0070-05,t-0070,TARPON,8,5,3,32.1,26.35744,-97.47125,10:15:00
c-0071-00,t-0071,COBIA,10,0,10,103.6,26.69969,-96.39059,10:15:00
c-0071-01,t-0071,FLOUNDER,6,3,3,24.9,26.20979,-97.30356,09:30:00
c-0071-02,t-0071,FLOUNDER,7,7,0,94.8,27.88621,-97.45226,08:00:00
c-0071-03,t-0071,RED_SNAPPER,3,0,3,26.2,27.0627,-96.19221,08:15:00
c-0071-04,t-0071,SNOOK,11,10,1,28.4,26.45571,-96.99884,14:30:00
c-0071-05,t-0071,SNOOK,2,0,2,64.3,28.11009,-97.65003,07:00:00
c-0071-06,t-0071,RED_SNAPPER,6,0,6,114.2,28.08168,-96.14129,05:15:00
c-0072-00,t-0072,TARPON,5,2,3,108.3,26.81407,-95.98339,05:15:00
c-0072-01,t-0072,RED_SNAPPER,9,7,2,28.8,27.48874,-96.80222,11:15:00
c-0072-02,t-0072,SNOOK,9,3,6,119.4,26.96424,-96.51469,13:00:00
c-0073-00,t-0073,FLOUNDER,6,6,0,120.0,27.8599,-96.85663,07:00:00
c-0073-01,t-0073,COBIA,9,0,9,77.6,26.57007,-97.31769,11:30:00
c-0074-00,t-0074,FLOUNDER,10,2,8,114.8,27.61129,-95.90488,12:30:00
c-0074-01,t-0074,FLOUNDER,1,0,1,41.9,26.40378,-97.72407,13:45:00
c-0074-02,t-0074,SHARK,4,1,3,91.7,26.00157,-95.96421,10:00:00
c-0074-03,t-0074,FLOUNDER,3,0,3,106.1,26.0504,-96.62678,06:30:00
c-0074-04,t-0074,SHARK,10,1,9,50.2,27.62044,-96.47572,07:15:00
c-0074-05,t-0074,SNOOK,11,7,4,51.7,27.68441,-96.92626,16:30:00
c-0074-06,t-0074,SHARK,3,3,0,93.4,26.51345,-96.6221,09:15:00
c-0075-00,t-0075,SNOOK,3,2,1,27.8,27.30077,-95.92662,10:30:00
c-0075-01,t-0075,SNOOK,2,2,0,83.9,26.38614,-96.02936,10:45:00
c-0075-02,t-0075,SHARK,12,1,11,45.7,26.02621,-97.38063,06:00:00
c-0075-03,t-0075,TARPON,7,2,5,69.3,26.11074,-96.92356,11:30:00
c-0075-04,t-0075,COBIA,8,3,5,65.1,27.25586,-97.59714,05:30:00
c-0075-05,t-0075,SHARK,2,0,2,37.0,26.04618,-97.27774,11:15:00
c-0075-06,t-0075,FLOUNDER,2,1,1,118.5,27.68357,-96.70591,12:00:00
c-0076-00,t-0076,FLOUNDER,1,1,0,75.0,26.6475,-97.3249,12:15:00
c-0076-01,t-0076,SNOOK,2,1,1,82.5,26.12536,-97.79237,12:15:00
c-0076-02,t-0076,RED_SNAPPER,11,4,7,67.4,26.22307,-97.38609,06:30:00
c-0076-03,t-0076,RED_SNAPPER,11,4,7,84.2,27.80522,-96.85811,11:15:00
c-0076-04,t-0076,RED_SNAPPER,3,3,0,46.3,26.85335,-97.03711,12:30:00
c-0076-05,t-0076,SNOOK,1,0,1,86.7,26.52036,-97.26288,06:30:00
c-0076-06,t-0076,FLOUNDER,10,3,7,26.1,27.85881,-96.97203,11:45:00
c-0077-00,t-0077,FLOUNDER,10,10,0,34.7,27.31381,-96.76637,12:15:00
c-0077-01,t-0077,COBIA,4,1,3,24.3,28.18284,-97.46567,06:45:00
c-0077-02,t-0077,SHARK,3,2,1,111.1,26.46441,-96.15487,06:00:00
c-0077-03,t-0077,SHARK,6,6,0,72.0,26.89263,-97.00529,05:45:00
c-0077-04,t-0077,FLOUNDER,10,9,1,95.8,26.25879,-97.50072,06:00:00
c-0077-05,t-0077,SHARK,5,4,1,107.8,27.29417,-97.59802,09:45:00
c-0078-00,t-0078,TARPON,7,0,7,109.0,27.42196,-96.43837,10:15:00
c-0078-01,t-0078,RED_SNAPPER,5,2,3,53.8,26.11337,-96.84956,09:30:00
c-0078-02,t-0078,RED_SNAPPER,12,10,2,117.2,26.6448,-96.81676,08:15:00
c-0079-00,t-0079,RED_SNAPPER,9,2,7,51.1,27.99453,-96.15797,13:45:00
c-0079-01,t-0079,COBIA,10,0,10,39.3,26.31199,-96.09741,08:00:00
c-0079-02,t-0079,COBIA,6,5,1,47.4,26.57383,-96.8871,12:45:00
c-0079-03,t-0079,SHARK,1,0,1,68.9,27.46144,-97.55225,12:15:00
c-0079-04,t-0079,SHARK,9,5,4,36.4,28.2092,-96.85084,09:00:00
c-0079-05,t-0079,COBIA,3,1,2,84.7,26.65566,-97.02687,15:15:00
c-0080-00,t-0080,SNOOK,10,4,6,116.7,27.84199,-97.35246,15:30:00
c-0080-01,t-0080,SHARK,6,3,3,41.8,26.97476,-97.04705,09:45:00
c-0080-02,t-0080,FLOUNDER,11,5,6,84.7,27.34432,-97.7853,14:30:00
c-0080-03,t-0080,SHARK,2,1,1,84.1,26.68649,-97.58379,09:30:00
c-0080-04,t-0080,COBIA,11,4,7,35.0,27.50908,-95.89562,08:00:00
c-0080-05,t-0080,SNOOK,10,6,4,52.0,27.85249,-96.19527,07:00:00
c-0081-00,t-0081,SNOOK,9,7,2,55.8,27.67106,-97.35527,09:15:00
c-0081-01,t-0081,RED_SNAPPER,3,2,1,67.1,27.93347,-96.04701,16:30:00
c-0081-02,t-0081,SNOOK,3,2,1,28.9,27.66793,-96.68194,10:15:00
c-0081-03,t-0081,SHARK,6,2,4,78.6,27.71168,-97.18583,12:00:00
c-0082-00,t-0082,SHARK,8,2,6,106.2,26.78814,-95.82562,07:00:00
c-0082-01,t-0082,SNOOK,3,2,1,25.8,27.12144,-96.53793,12:30:00
c-0082-02,t-0082,TARPON,10,2,8,98.5,26.48158,-96.25292,06:15:00
c-0083-00,t-0083,FLOUNDER,1,1,0,39.1,27.2277,-96.33868,15:00:00
c-0083-01,t-0083,SHARK,12,5,7,32.9,27.44138,-97.30235,11:30:00
c-0084-00,t-0084,SHARK,6,3,3,95.0,28.04234,-95.80906,07:45:00
c-0084-01,t-0084,SNOOK,3,1,2,22.2,26.04399,-97.35136,13:15:00
c-0084-02,t-0084,SNOOK,1,1,0,45.6,26.28327,-96.37778,13:00:00
c-0084-03,t-0084,RED_SNAPPER,2,2,0,24.8,27.36603,-97.70408,06:45:00
c-0084-04,t-0084,SNOOK,5,3,2,35.3,27.02192,-97.55281,16:00:00
c-0085-00,t-0085,COBIA,5,4,1,55.8,27.1448,-96.582,11:30:00
c-0085-01,t-0085,SHARK,4,3,1,43.5,26.36886,-96.70372,05:00:00
c-0086-00,t-0086,TARPON,11,3,8,118.9,27.66423,-95.99044,09:30:00
c-0086-01,t-0086,SHARK,3,0,3,56.0,27.06784,-97.60038,15:30:00
c-0086-02,t-0086,COBIA,1,0,1,86.3,26.97979,-97.5682,07:30:00
c-0086-03,t-0086,SNOOK,10,4,6,29.3,26.82231,-96.92457,10:15:00
c-0086-04,t-0086,TARPON,8,4,4,89.0,26.26181,-96.9995,12:45:00
c-0086-05,t-0086,SNOOK,2,0,2,92.6,27.49235,-96.20618,07:00:00
c-0086-06,t-0086,TARPON,10,10,0,38.1,26.95686,-96.6185,11:30:00
c-0087-00,t-0087,SNOOK,1,0,1,107.3,26.14567,-96.49005,13:00:00
c-0087-01,t-0087,SNOOK,8,5,3,87.6,26.99555,-96.3467,11:15:00
c-0088-00,t-0088,FLOUNDER,1,0,1,84.3,26.55405,-95.85971,11:15:00
c-0088-01,t-0088,RED_SNAPPER,10,7,3,105.7,26.18131,-96.91162,12:30:00
c-0088-02,t-0088,RED_SNAPPER,11,0,11,60.3,26.27303,-96.80525,05:00:00
c-0088-03,t-0088,SHARK,10,10,0,109.0,27.89959,-96.21643,13:15:00
c-0089-00,t-0089,SNOOK,8,5,3,65.3,27.28835,-96.56048,06:15:00
c-0089-01,t-0089,FLOUNDER,11,4,7,72.2,26.00505,-97.08972,16:00:00
c-0089-02,t-0089,RED_SNAPPER,3,3,0,45.4,26.10529,-97.47169,08:15:00
c-0089-03,t-0089,COBIA,4,3,1,91.7,26.27772,-96.09561,06:45:00
c-0090-00,t-0090,FLOUNDER,7,7,0,98.1,27.69329,-96.69355,07:15:00
c-0090-01,t-0090,FLOUNDER,7,5,2,108.1,27.68014,-97.54324,11:15:00
c-0090-02,t-0090,COBIA,5,3,2,33.8,26.62927,-95.87281,14:30:00
c-0090-03,t-0090,SNOOK,6,5,1,113.6,27.93907,-96.70439,15:15:00
c-0090-04,t-0090,SHARK,5,5,0,112.1,26.46204,-96.55166,07:15:00
c-0090-05,t-0090,RED_SNAPPER,6,5,1,96.1,27.15895,-96.41138,13:45:00
c-0091-00,t-0091,SHARK,5,5,0,34.6,26.61405,-96.22894,05:30:00
c-0091-01,t-0091,TARPON,6,6,0,30.2,26.4692,-96.71766,15:15:00
c-0091-02,t-0091,SNOOK,4,4,0,48.8,27.70755,-96.67746,15:00:00
c-0092-00,t-0092,SNOOK,8,3,5,90.5,26.57808,-96.55888,15:30:00
c-0092-01,t-0092,SNOOK,10,3,7,116.4,27.73675,-96.70677,09:45:00
c-0092-02,t-0092,SNOOK,3,1,2,71.4,26.40808,-96.43468,11:00:00
c-0092-03,t-0092,FLOUNDER,3,1,2,104.6,26.98557,-96.6868,05:30:00
c-0092-04,t-0092,SHARK,1,0,1,79.7,27.07256,-95.92501,15:30:00
c-0092-05,t-0092,SNOOK,6,0,6,51.8,27.12827,-96.65465,08:15:00
c-0092-06,t-0092,FLOUNDER,3,3,0,73.7,27.19739,-96.22748,06:30:00
c-0093-00,t-0093,SNOOK,1,0,1,54.6,27.89448,-95.83773,08:15:00
c-0093-01,t-0093,RED_SNAPPER,6,3,3,58.6,28.20546,-96.4349,13:30:00
c-0093-02,t-0093,FLOUNDER,6,4,2,64.6,26.05682,-96.76626,05:30:00
c-0093-03,t-0093,RED_SNAPPER,9,1,8,36.7,28.06605,-97.41498,13:00:00
c-0093-04,t-0093,SNOOK,11,3,8,62.4,27.44195,-97.37844,06:15:00
c-0093-05,t-0093,TARPON,12,12,0,84.7,27.23683,-96.39451,06:15:00
c-0094-00,t-0094,SHARK,7,6,1,21.7,26.93756,-96.89775,15:00:00
c-0094-01,t-0094,SNOOK,10,1,9,78.6,27.23012,-96.51715,16:00:00
c-0094-02,t-0094,SHARK,5,5,0,80.7,26.82271,-96.79433,09:45:00
c-0094-03,t-0094,COBIA,1,1,0,73.3,26.87725,-96.15576,07:45:00
c-0095-00,t-0095,SHARK,7,1,6,41.0,26.09608,-96.65456,16:30:00
c-0095-01,t-0095,COBIA,9,2,7,38.4,26.48699,-95.98874,14:30:00
c-0096-00,t-0096,TARPON,12,9,3,115.2,26.15493,-97.6036,10:15:00
c-0096-01,t-0096,RED_SNAPPER,5,4,1,110.0,27.54398,-97.33093,10:45:00
c-0096-02,t-0096,FLOUNDER,5,5,0,35.2,27.03649,-96.56732,14:30:00
c-0096-03,t-0096,SHARK,3,0,3,44.6,27.85771,-95.88268,08:45:00
c-0096-04,t-0096,SHARK,11,11,0,107.8,26.63636,-97.08103,12:45:00
c-0096-05,t-0096,COBIA,9,1,8,84.6,26.82511,-97.18906,06:30:00
c-0096-06,t-0096,SHARK,9,3,6,93.4,27.97504,-97.52,15:00:00
c-0097-00,t-0097,SNOOK,4,4,0,105.7,27.78295,-97.06836,07:45:00
c-0097-01,t-0097,RED_SNAPPER,6,4,2,86.3,27.15258,-97.61889,14:15:00
c-0097-02,t-0097,FLOUNDER,3,1,2,114.9,27.74157,-97.51926,15:15:00
c-0097-03,t-0097,COBIA,6,0,6,96.1,27.69262,-96.83299,08:00:00
c-0097-04,t-0097,FLOUNDER,11,3,8,110.8,26.60802,-97.33196,10:45:00
c-0097-05,t-0097,SNOOK,1,0,1,52.4,27.08025,-96.89071,16:30:00
c-0097-06,t-0097,COBIA,9,9,0,57.7,27.92021,-97.27337,11:30:00
c-0098-00,t-0098,FLOUNDER,8,0,8,108.2,27.87964,-97.10994,12:15:00
c-0098-01,t-0098,COBIA,5,1,4,38.7,26.52898,-96.77092,10:00:00
c-0098-02,t-0098,RED_SNAPPER,6,5,1,68.2,27.52055,-96.97077,12:45:00
c-0098-03,t-0098,COBIA,7,0,7,24.3,26.48462,-97.47751,14:15:00
c-0099-00,t-0099,RED_SNAPPER,10,10,0,107.9,28.20395,-96.60128,16:30:00
c-0099-01,t-0099,TARPON,10,7,3,37.1,28.17868,-97.36681,11:15:00
c-0099-02,t-0099,COBIA,3,2,1,92.4,27.82762,-96.15909,10:45:00
c-0099-03,t-0099,COBIA,7,6,1,30.9,27.37203,-97.66231,08:45:00
c-0099-04,t-0099,FLOUNDER,3,3,0,80.0,27.90098,-96.58898,13:00:00
c-0099-05,t-0099,RED_SNAPPER,10,8,2,109.7,26.21434,-96.48121,15:45:00
c-0100-00,t-0100,RED_SNAPPER,5,1,4,90.9,27.37607,-96.71254,05:00:00
c-0100-01,t-0100,TARPON,4,2,2,56.2,27.19545,-97.04994,07:45:00
c-0100-02,t-0100,FLOUNDER,9,6,3,56.6,27.49862,-97.29273,09:45:00
c-0100-03,t-0100,COBIA,9,7,2,57.0,27.73644,-96.97354,13:45:00
c-0101-00,t-0101,FLOUNDER,2,0,2,60.1,27.80115,-95.90151,10:00:00
c-0101-01,t-0101,COBIA,1,0,1,67.2,26.3697,-95.87086,14:45:00
c-0101-02,t-0101,FLOUNDER,6,0,6,23.8,26.20272,-97.27382,11:45:00
c-0101-03,t-0101,RED_SNAPPER,12,9,3,114.6,27.41212,-96.75799,07:45:00
c-0101-04,t-0101,SHARK,11,8,3,39.5,27.00964,-97.39659,14:15:00
c-0102-00,t-0102,SNOOK,7,5,2,59.5,26.19974,-97.24813,14:15:00
c-0102-01,t-0102,FLOUNDER,2,0,2,48.4,27.19081,-96.32615,13:30:00
c-0102-02,t-0102,COBIA,4,4,0,65.5,26.79919,-96.16897,11:00:00
c-0103-00,t-0103,TARPON,6,6,0,88.2,27.29529,-96.26007,14:00:00
c-0103-01,t-0103,SNOOK,7,3,4,90.1,27.10853,-97.28436,10:45:00
c-0103-02,t-0103,COBIA,1,1,0,48.7,28.19753,-96.76699,11:30:00
c-0103-03,t-0103,SHARK,8,5,3,41.9,26.17487,-95.93721,14:30:00
c-0103-04,t-0103,SNOOK,4,3,1,40.0,26.4204,-96.30769,16:15:00
c-0104-00,t-0104,SNOOK,2,2,0,69.3,27.79156,-97.56024,05:00:00
c-0104-01,t-0104,FLOUNDER,6,3,3,106.9,27.95042,-97.05761,12:15:00
c-0104-02,t-0104,COBIA,5,3,2,95.0,28.26411,-95.96799,07:00:00
c-0105-00,t-0105,RED_SNAPPER,12,0,12,87.4,27.60596,-96.87986,11:00:00
c-0105-01,t-0105,FLOUNDER,5,1,4,46.3,26.7485,-96.57444,09:45:00
c-0106-00,t-0106,SNOOK,4,0,4,47.0,26.30162,-96.64821,08:45:00
c-0106-01,t-0106,TARPON,12,2,10,100.6,27.96951,-97.40787,07:45:00
c-0106-02,t-0106,FLOUNDER,11,8,3,92.1,27.14908,-95.80888,12:30:00
c-0106-03,t-0106,RED_SNAPPER,1,1,0,89.1,26.57724,-96.083,05:15:00
c-0106-04,t-0106,TARPON,11,1,10,94.5,27.87178,-96.84692,09:30:00
c-0106-05,t-0106,RED_SNAPPER,5,2,3,61.2,26.82871,-96.68502,10:15:00
c-0107-00,t-0107,TARPON,10,4,6,83.2,27.02794,-97.64318,07:15:00
c-0107-01,t-0107,RED_SNAPPER,7,6,1,27.9,27.47334,-95.94287,10:15:00
c-0107-02,t-0107,FLOUNDER,12,4,8,84.5,26.72101,-96.49397,09:45:00
c-0107-03,t-0107,FLOUNDER,12,9,3,116.6,27.79624,-95.92246,11:15:00
c-0107-04,t-0107,SNOOK,12,3,9,45.2,26.42294,-97.7538,16:00:00
c-0107-05,t-0107,TARPON,2,0,2,74.8,26.48431,-97.00591,05:45:00
c-0107-06,t-0107,FLOUNDER,2,1,1,35.5,27.20516,-95.80797,15:45:00
c-0108-00,t-0108,TARPON,6,6,0,66.7,27.52616,-96.07926,13:30:00
c-0108-01,t-0108,COBIA,12,8,4,79.1,27.26165,-97.52977,12:45:00
c-0109-00,t-0109,TARPON,12,7,5,50.0,26.65955,-96.7298,11:30:00
c-0109-01,t-0109,COBIA,9,5,4,61.2,27.37311,-96.20647,13:45:00
c-0109-02,t-0109,TARPON,12,10,2,102.8,26.90793,-97.47346,08:30:00
c-0109-03,t-0109,SNOOK,9,9,0,88.5,26.18218,-96.54935,09:30:00
c-0110-00,t-0110,COBIA,6,0,6,25.0,27.61109,-96.81601,13:00:00
c-0110-01,t-0110,SNOOK,5,1,4,63.8,26.42766,-97.59545,05:15:00
c-0110-02,t-0110,TARPON,4,2,2,51.2,26.20745,-97.77055,12:30:00
c-0110-03,t-0110,COBIA,6,0,6,25.6,27.06647,-96.21715,11:00:00
c-0111-00,t-0111,SNOOK,8,3,5,119.5,26.57261,-96.25755,08:45:00
c-0111-01,t-0111,TARPON,11,3,8,58.9,27.69124,-97.61208,09:30:00
c-0111-02,t-0111,FLOUNDER,12,8,4,32.2,26.36481,-96.34353,12:30:00
c-0111-03,t-0111,RED_SNAPPER,11,3,8,43.6,26.45706,-96.02496,11:30:00
c-0111-04,t-0111,TARPON,10,1,9,98.9,26.03466,-96.21122,05:00:00
c-0111-05,t-0111,COBIA,12,9,3,57.1,27.33648,-96.4185,06:15:00
c-0111-06,t-0111,SNOOK,10,5,5,26.0,26.36271,-97.6172,10:15:00
c-0112-00,t-0112,TARPON,5,0,5,90.7,26.86887,-96.3512,13:30:00
c-0112-01,t-0112,FLOUNDER,10,2,8,54.8,27.24829,-96.81982,16:45:00
c-0112-02,t-0112,RED_SNAPPER,9,2,7,73.1,26.63325,-96.1373,12:30:00
c-0112-03,t-0112,SNOOK,8,0,8,70.6,27.88466,-96.71679,16:15:00
c-0112-04,t-0112,FLOUNDER,6,6,0,43.9,28.03074,-96.56053,16:00:00
c-0112-05,t-0112,FLOUNDER,7,3,4,88.3,27.51407,-96.72209,13:15:00
c-0112-06,t-0112,RED_SNAPPER,11,5,6,29.6,27.40999,-97.1548,15:00:00
c-0113-00,t-0113,FLOUNDER,7,7,0,82.4,26.07318,-96.5165,14:30:00
c-0113-01,t-0113,RED_SNAPPER,12,1,11,113.0,26.1129,-97.35855,08:45:00
c-0114-00,t-0114,RED_SNAPPER,2,1,1,114.5,26.61138,-97.71869,13:00:00
c-0114-01,t-0114,COBIA,7,3,4,72.6,26.23282,-97.33796,08:15:00
c-0114-02,t-0114,SNOOK,12,1,11,77.7,27.28437,-96.68372,15:45:00
c-0114-03,t-0114,COBIA,2,0,2,75.0,27.61587,-96.94585,13:30:00
c-0114-04,t-0114,SHARK,10,7,3,110.2,27.51232,-96.7322,13:30:00
c-0114-05,t-0114,SNOOK,11,6,5,52.3,27.94316,-96.97531,08:15:00
c-0115-00,t-0115,RED_SNAPPER,4,2,2,97.2,26.01511,-95.83121,16:30:00
c-0115-01,t-0115,COBIA,10,9,1,29.4,28.11396,-96.77746,12:30:00
c-0115-02,t-0115,COBIA,10,3,7,45.6,26.35905,-97.27002,09:00:00
c-0115-03,t-0115,SNOOK,4,0,4,52.5,27.31212,-96.66187,12:15:00
c-0116-00,t-0116,COBIA,7,1,6,94.8,26.80024,-96.16572,14:00:00
c-0116-01,t-0116,FLOUNDER,1,1,0,24.1,27.45794,-96.53561,13:15:00
c-0116-02,t-0116,SNOOK,3,0,3,93.2,26.75171,-96.40446,11:45:00
c-0116-03,t-0116,TARPON,2,0,2,49.0,27.73153,-96.64949,11:15:00
c-0117-00,t-0117,COBIA,12,2,10,68.1,26.91661,-96.93102,08:45:00
c-0117-01,t-0117,SNOOK,9,9,0,72.4,26.90923,-96.65734,08:00:00
c-0118-00,t-0118,SNOOK,4,1,3,57.4,26.33538,-97.71024,16:00:00
c-0118-01,t-0118,SHARK,10,2,8,21.4,26.25846,-97.69092,16:00:00
c-0118-02,t-0118,SNOOK,6,1,5,73.8,26.70177,-96.85762,08:30:00
c-0118-03,t-0118,TARPON,3,0,3,78.3,27.26224,-96.55392,15:00:00
c-0118-04,t-0118,SHARK,4,4,0,25.3,26.58755,-97.67978,15:00:00
c-0118-05,t-0118,SHARK,11,10,1,106.4,26.15317,-96.47925,05:30:00
c-0119-00,t-0119,RED_SNAPPER,9,0,9,44.7,26.45741,-95.86642,13:30:00
c-0119-01,t-0119,SHARK,3,0,3,88.4,26.76721,-97.0132,10:30:00
c-0119-02,t-0119,RED_SNAPPER,9,4,5,82.6,26.54327,-95.84351,11:00:00
c-0120-00,t-0120,SNOOK,10,10,0,42.7,26.87908,-95.87879,08:15:00
c-0120-01,t-0120,TARPON,10,5,5,74.2,26.98087,-97.17523,08:15:00
c-0120-02,t-0120,SHARK,4,1,3,88.9,27.33637,-96.4319,13:15:00
c-0120-03,t-0120,SHARK,3,1,2,26.8,26.98915,-95.982,13:00:00
c-0120-04,t-0120,SHARK,3,0,3,108.0,26.42351,-96.12095,11:45:00
c-0120-05,t-0120,SHARK,11,11,0,35.2,26.6977,-96.30878,08:00:00
c-0120-06,t-0120,SHARK,10,9,1,80.6,26.30256,-97.7476,14:15:00
c-0121-00,t-0121,RED_SNAPPER,1,1,0,112.5,26.31628,-97.41348,11:15:00
c-0121-01,t-0121,COBIA,4,0,4,112.7,27.70744,-95.82351,12:45:00
c-0121-02,t-0121,TARPON,4,3,1,97.6,27.58208,-96.06645,14:45:00
c-0121-03,t-0121,FLOUNDER,12,9,3,73.6,27.65646,-97.0117,15:00:00
c-0121-04,t-0121,FLOUNDER,1,0,1,73.8,27.19749,-96.89678,16:00:00
c-0122-00,t-0122,SNOOK,10,0,10,71.7,27.0611,-96.95508,07:45:00
c-0122-01,t-0122,RED_SNAPPER,12,8,4,38.0,27.90876,-96.8966,14:15:00
c-0122-02,t-0122,TARPON,1,0,1,79.0,26.90405,-97.15308,16:15:00
c-0122-03,t-0122,SNOOK,6,5,1,110.7,28.02986,-97.61964,07:00:00
c-0123-00,t-0123,FLOUNDER,3,3,0,58.1,27.81945,-96.77667,07:30:00
c-0123-01,t-0123,COBIA,3,1,2,37.9,27.30063,-96.48094,16:00:00
c-0123-02,t-0123,SNOOK,8,4,4,38.1,26.96504,-97.18096,07:15:00
c-0123-03,t-0123,TARPON,1,1,0,105.5,26.00813,-96.26921,13:00:00
c-0123-04,t-0123,SNOOK,4,4,0,67.6,27.39836,-96.81307,11:45:00
c-0123-05,t-0123,SHARK,4,4,0,82.0,26.18263,-96.5998,13:15:00
c-0123-06,t-0123,RED_SNAPPER,11,5,6,34.5,26.11251,-97.50349,05:30:00
c-0124-00,t-0124,SHARK,2,1,1,56.9,27.33162,-95.93704,11:00:00
c-0124-01,t-0124,TARPON,2,1,1,33.5,27.74442,-96.11338,16:30:00
c-0124-02,t-0124,FLOUNDER,4,1,3,25.8,26.75718,-96.97248,14:00:00
c-0124-03,t-0124,TARPON,12,4,8,80.9,27.11242,-96.42269,10:30:00
c-0124-04,t-0124,FLOUNDER,6,1,5,76.3,27.2084,-95.80995,13:45:00
c-0124-05,t-0124,SNOOK,10,3,7,49.0,27.13276,-97.44019,08:00:00
c-0124-06,t-0124,COBIA,2,2,0,100.0,26.27188,-96.87023,11:45:00
c-0125-00,t-0125,SNOOK,1,0,1,53.3,26.69065,-96.70001,11:00:00
c-0125-01,t-0125,TARPON,6,5,1,111.6,27.9137,-97.41197,05:15:00
c-0125-02,t-0125,TARPON,9,5,4,98.4,27.10744,-96.5456,11:00:00
c-0125-03,t-0125,SHARK,12,10,2,75.5,27.92074,-97.20131,05:15:00
c-0126-00,t-0126,COBIA,10,6,4,79.5,27.22883,-97.46806,09:30:00
c-0126-01,t-0126,COBIA,2,1,1,57.2,27.63263,-97.25701,09:15:00
c-0126-02,t-0126,RED_SNAPPER,6,6,0,97.8,27.20773,-97.44997,06:45:00
c-0126-03,t-0126,COBIA,9,2,7,54.0,27.16379,-96.20195,12:30:00
c-0126-04,t-0126,SNOOK,2,2,0,119.3,27.78373,-97.51341,08:00:00
c-0126-05,t-0126,RED_SNAPPER,9,1,8,51.1,27.05655,-96.37265,05:00:00
c-0126-06,t-0126,SNOOK,2,2,0,94.6,26.76657,-96.02163,05:30:00
c-0127-00,t-0127,SNOOK,5,1,4,100.4,27.24782,-96.70127,14:15:00
c-0127-01,t-0127,TARPON,6,4,2,25.1,26.39393,-97.17724,05:45:00
c-0127-02,t-0127,RED_SNAPPER,7,0,7,62.6,28.07757,-97.69909,07:45:00
c-0128-00,t-0128,RED_SNAPPER,12,7,5,65.6,27.30592,-97.61417,15:45:00
c-0128-01,t-0128,SHARK,3,2,1,59.2,27.08226,-95.9051,16:30:00
c-0128-02,t-0128,RED_SNAPPER,8,7,1,26.5,27.81419,-96.03519,06:30:00
c-0128-03,t-0128,FLOUNDER,5,2,3,77.5,27.1009,-96.10847,13:00:00
c-0128-04,t-0128,FLOUNDER,2,1,1,84.9,26.93308,-96.37145,09:45:00
c-0129-00,t-0129,TARPON,10,6,4,76.7,26.78364,-96.17217,10:15:00
c-0129-01,t-0129,FLOUNDER,12,11,1,103.7,26.3981,-96.46079,06:45:00
c-0130-00,t-0130,RED_SNAPPER,10,10,0,95.7,26.50051,-97.52217,15:15:00
c-0130-01,t-0130,TARPON,10,9,1,39.6,27.04184,-97.21699,15:30:00
c-0131-00,t-0131,RED_SNAPPER,9,0,9,90.3,27.96076,-97.67518,10:00:00
c-0131-01,t-0131,SNOOK,4,3,1,79.0,27.98087,-96.06864,15:30:00
c-0131-02,t-0131,SNOOK,7,3,4,37.3,27.63708,-96.98793,07:15:00
c-0132-00,t-0132,SNOOK,12,7,5,63.7,26.16502,-97.76858,07:00:00
c-0132-01,t-0132,FLOUNDER,8,6,2,38.0,26.31561,-96.18812,13:45:00
c-0133-00,t-0133,FLOUNDER,1,0,1,68.3,28.1311,-96.6473,10:00:00
c-0133-01,t-0133,SNOOK,2,0,2,93.1,27.33462,-95.87652,09:45:00
c-0133-02,t-0133,COBIA,10,1,9,67.2,27.18898,-96.75329,16:00:00
c-0133-03,t-0133,FLOUNDER,10,4,6,25.3,27.57337,-96.72161,10:00:00
c-0133-04,t-0133,TARPON,8,5,3,55.3,27.0784,-96.77467,09:30:00
c-0134-00,t-0134,RED_SNAPPER,12,9,3,48.7,26.11873,-95.81927,06:15:00
c-0134-01,t-0134,COBIA,5,2,3,81.6,27.16287,-96.09711,09:30:00
c-0134-02,t-0134,SNOOK,3,1,2,64.7,26.03267,-97.5769,07:30:00
c-0134-03,t-0134,SHARK,3,0,3,118.4,27.79981,-97.32761,07:15:00
c-0134-04,t-0134,COBIA,7,6,1,86.1,27.92651,-96.29448,16:15:00
c-0134-05,t-0134,SNOOK,6,0,6,46.4,26.48497,-96.33128,06:00:00
c-0135-00,t-0135,FLOUNDER,5,1,4,107.0,27.57207,-97.01986,05:30:00
c-0135-01,t-0135,FLOUNDER,11,5,6,88.3,28.13261,-96.90236,05:00:00
c-0135-02,t-0135,SHARK,7,4,3,47.0,28.11074,-96.52515,06:30:00
c-0135-03,t-0135,COBIA,11,11,0,93.4,27.50499,-97.01769,14:15:00
c-0135-04,t-0135,FLOUNDER,3,2,1,21.1,27.19589,-96.44456,05:00:00
